job_title,comp_name,comp_type,region,city,salary,contract,positions,years_of_experience,gender
مدرب مهني,شركة خبراء المتحدة للاستشارات الهندسية,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,1,0,Male
مدرب أعمال وإدارة,شركة خبراء المتحدة للاستشارات الهندسية,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,1,0,Male
محامي,شركة خبراء المتحدة للاستشارات الهندسية,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,1,4,both
فني صيانة أجهزة إلكترونية,مجموعةالذيابي للمقاولات,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,1,0,both
مشرف تنظيف وتدبير,مجموعةالذيابي للمقاولات,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,2,0,both
كاتب علاقات حكومية,شركة التكامل التقني للخدمات الصناعية المحدودة,خاص,Eastern Region,AD DAMMAM,4320.0,دوام كامل,2,0,Male
كاتب استعلامات مركز خدمة عملاء,الشركة السعودية للخدمات الارضية,خاص,Makkah,JEDDAH,4630.0,دوام كامل,50,0,both
مشغل آلة تعبئة منتجات كيميائية,فرع شركة التحالف الحديث لتموين الطائرات بالوقود المحدودة,خاص,Eastern Region,AD DAMMAM,4375.0,دوام كامل,5,0,Male
سائق حافلة,شركة هادي حمد آل همام للمقاولات,خاص,Eastern Region,AL JUBAIL,4500.0,دوام كامل,5,0,Male
فني معادن,شركة هادي حمد آل همام للمقاولات,خاص,Eastern Region,AS SAFFAN,5066.0,دوام كامل,20,2,Male
عامل كاونتر مأكولات ومشروبات,مؤسسة اركان الغذاء لتقديم الوجبات,خاص,Riyadh,AR RIYADH,4500.0,دوام كامل,10,0,both
عامل كاونتر مأكولات ومشروبات,شركة تقارير لتقنية المعلومات,خاص,Riyadh,AR RIYADH,4500.0,دوام كامل,2,0,both
سكرتير,مكتب نبيل محمد محمد القحطاني للمحاماة و الاستشارات القانونية,خاص,Eastern Region,AL KHUBAR,4000.0,دوام كامل,1,0,Female
سكرتير,شركة سعيد بن سعد بن بخروش الغامدي للتجارة والمقاولات,خاص,Al Bahah,BAYDAH,4500.0,دوام كامل,1,0,Male
فني كهربائي شبكات توزيع هوائية,شركة سعيد بن سعد بن بخروش الغامدي للتجارة والمقاولات,خاص,Al Bahah,AL ATAWLA,4500.0,دوام كامل,1,0,Male
مدخل بيانات,شركة سعيد بن سعد بن بخروش الغامدي للتجارة والمقاولات,خاص,Al Bahah,BAYDAH,4500.0,دوام كامل,1,0,Male
بائع عطور,مؤسسة أبيات العطور للتجارة,خاص,Hail,HAIL,4000.0,دوام كامل,3,0,Female
كاتب استعلامات مركز خدمة عملاء,الشركة السعودية للخدمات الارضية,خاص,Makkah,JEDDAH,4630.0,دوام كامل,50,0,Female
أخصائي خدمة عملاء,الشركة السعودية للخدمات الارضية,خاص,Makkah,JEDDAH,4630.0,دوام كامل,50,0,Female
كاتب موارد بشرية,مؤسسة زهره التويم للمقاولات,خاص,Riyadh,AR RIYADH,5000.0,دوام كامل,1,0,both
بائع,مؤسسة ذامأس للتجاره,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,1,0,both
مهندس مدني,مؤسسة إتجاة البناء للمقاولات,خاص,Riyadh,AR RIYADH,7000.0,دوام كامل,2,0,Male
محاسب,مؤسسة ركاز السعودية التجارية,خاص,Eastern Region,AD DAMMAM,4000.0,دوام كامل,1,0,both
مساعد طبيب أسنان,مجمع أطباء العناية الطبي شركة شخص واحد,خاص,Makkah,MAKKAH AL,6000.0,دوام كامل,3,0,Female
موظف استقبال,شركة رعايه للتجارة (شركة شخص واحد),خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,1,0,Female
محاسب,شركة رزانة لتشغيل الفنادق,خاص,Makkah,AL HAFAIR,6000.0,دوام كامل,1,2,Male
فني تمريض,مجمع الدكتور أمير حسن زقزوق الطبي,خاص,Eastern Region,ABRAQIYAH,5000.0,دوام كامل,8,0,both
أخصائي تسويق,مكتب دار الابتكار للاستشارات الهندسية,خاص,Makkah,MAKKAH AL,6000.0,دوام كامل,1,0,Female
سكرتير,مكتب دار الابتكار للاستشارات الهندسية,خاص,Makkah,MAKKAH AL,5000.0,دوام كامل,1,0,Female
بائع قطع غيار مركبات,شركة الفجر الاحمر التجارية,خاص,Eastern Region,AD DAMMAM,5000.0,دوام كامل,1,0,Male
مهندس معماري,مكتب دار الابتكار للاستشارات الهندسية,خاص,Makkah,MAKKAH AL,7000.0,دوام كامل,1,0,Male
سكرتير تنفيذي,شركة أصداف ابحر العقاريه شركة شخص واحد,خاص,Makkah,JEDDAH,8500.0,دوام كامل,1,0,Female
محاسب تكاليف,شركة أصداف ابحر العقاريه شركة شخص واحد,خاص,Makkah,JEDDAH,5500.0,دوام كامل,1,2,Male
مدير صيانة,شركة الساعد الدولية المحدودة,خاص,Riyadh,AR RIYADH,7500.0,دوام كامل,1,2,Male
بائع ادوات واجهزة منزلية,شركة الأجهزة الايطالية التجارية,خاص,Makkah,JEDDAH,4000.0,دوام كامل,5,2,Male
موظف استقبال فندق,شقق قصر السحاب للشقق المفروشة,خاص,Eastern Region,ATH THUQB,4000.0,دوام كامل,1,0,Female
مشرف موقع إنشائي,شركة الصخور العربية للصناعة,خاص,Eastern Region,AL JUBAIL,5000.0,دوام كامل,1,0,Male
مهندس حاسب آلي,شركة درب الشهاب لتقنية المعلومات شركة شخص واحد,خاص,Riyadh,AR RIYADH,5200.0,دوام كامل,4,0,both
موظف استقبال فندق,شقق العرين بارك للشقق المخدومة,خاص,Aseer,ABHA,4000.0,دوام كامل,1,2,Female
كاتب تذاكر سفر,وكالة وقت الاجازة للسفر و السياحة,خاص,Riyadh,AR RIYADH,6000.0,دوام كامل,1,2,both
مندوب مبيعات,شركة ياسر محمد احمد بقشان لوساطة التامين واعادة التامين,خاص,Riyadh,AR RIYADH,4687.0,دوام كامل,1,2,Female
قاطع تذاكر نقل,وكالة وقت الاجازة للسفر و السياحة,خاص,Riyadh,AR RIYADH,5000.0,دوام كامل,1,2,both
موظف استقبال,مطعم ورد لتقديم الوجبات,خاص,Riyadh,AR RIYADH,4625.0,دوام كامل,6,0,both
موظف استقبال,مشغل لمسه زمانك للتزيين النسائي,خاص,Makkah,JEDDAH,4000.0,دوام كامل,1,0,Female
مدير أوقاف,الجمعية الخيرية لرعاية الايتام بمكة المكرمة,خاص,Makkah,MAKKAH AL,6000.0,دوام كامل,1,2,both
أخصائي قانوني,الجمعية الخيرية لرعاية الايتام بمكة المكرمة,خاص,Makkah,MAKKAH AL,6000.0,دوام كامل,1,2,both
بائع اثاث,شركة ارائك العربية,خاص,Riyadh,AR RIYADH,5000.0,دوام كامل,2,2,both
أخصائي مبيعات,شركة ارائك العربية,خاص,Riyadh,AR RIYADH,5000.0,دوام كامل,2,4,both
نادل,شركة الفصل الخامس للتجارة,خاص,Riyadh,AL KHARJ,4500.0,دوام كامل,2,0,both
مساعد إداري,مؤسسة الورد العربي لتقديم الوجبات,خاص,Makkah,JEDDAH,4000.0,دوام كامل,1,0,both
بائع مأكولات ومشروبات,شركة الفصل الخامس للتجارة,خاص,Riyadh,AL KHARJ,4500.0,دوام كامل,4,0,Male
مساعد إداري,شركة الارضيات الدولية للمقاولات شركة شخص واحد,خاص,Makkah,JEDDAH,4500.0,دوام كامل,1,0,Female
محلل مبرمج,شركة كيه لتقنية المعلومات,خاص,Riyadh,AR RIYADH,8000.0,دوام كامل,1,0,Male
مهندس ميكانيكي,شركة هاني الحوطي وشريكه,خاص,Eastern Region,AL KHUBAR,6500.0,دوام كامل,1,0,Male
محاسب,شركة هاني الحوطي وشريكه,خاص,Eastern Region,AL KHUBAR,6500.0,دوام كامل,1,0,Male
مدير عام,شركة طاولة سبعة لتقديم الوجبات,خاص,Makkah,JEDDAH,6000.0,دوام كامل,1,4,Female
محاسب,شركة نجران للتجارة والمقاولات,خاص,Eastern Region,RAHIMAH,5000.0,دوام كامل,1,2,Male
أخصائي خدمة عملاء,مصنع سلطان فهيد احمد الشهري للصناعة,خاص,Riyadh,AR RIYADH,4500.0,دوام كامل,1,2,both
معلم ثانوي كيمياء,مدارس الشمس الاهلية,خاص,Riyadh,AR RIYADH,5000.0,دوام كامل,1,0,Male
مدرس لغة أجنبية,مدارس الشمس الاهلية,خاص,Riyadh,AR RIYADH,5000.0,دوام كامل,1,0,Male
مصمم أثاث,مصنع العربية الرائدة للصناعة,خاص,Eastern Region,AD DAMMAM,7500.0,دوام كامل,2,2,both
مدير إداري,شركة صيدلية جمال الدين خوجة المركزية وشريكه المحدودة,خاص,Makkah,MAKKAH AL,7000.0,دوام كامل,1,0,Male
بائع مأكولات ومشروبات,شركة الفصل الخامس للتجارة,خاص,Riyadh,AL KHARJ,4500.0,دوام كامل,5,0,both
أخصائي عمليات موارد بشرية,شركه الذكاء المميز لحلول التجاره والاعمال المحدوده,خاص,Makkah,JEDDAH,5500.0,دوام كامل,1,0,Female
مدير مبيعات جملة,مؤسسة عبدالوهاب بن احمد بن عبدالوهاب الحواج التجارية,خاص,Eastern Region,AD DAMMAM,4000.0,دوام كامل,1,2,Female
حارس أمن,مؤسسة إسناد للحراسات الأمنية,خاص,Riyadh,AR RIYADH,3200.0,دوام كامل,50,2,both
أخصائي تسويق,شركة مساعد الحربي وأبناؤه المحدودة,خاص,Riyadh,AR RIYADH,5500.0,دوام كامل,4,0,both
بائع مأكولات ومشروبات,مقهى الفصل الخامس لتقديم المشروبات,خاص,Riyadh,AL KHARJ,4500.0,دوام كامل,4,0,Male
محصل,مكتب سرعة التحصيل لتحصيل الديون,خاص,Eastern Region,AL KHUBAR,4000.0,دوام كامل,4,0,Female
مشرف صحة وسلامة مهنية,شركة عبدالله محمد اليوسف للمقاولات,خاص,Eastern Region,AL KHUBAR,5700.0,دوام كامل,1,0,Male
رئيس تنفيذي,جاروديه الخيريه للخدمات الاجتماعيه /جمعيه,شبه حكومية,Eastern Region,AL QATIF,10250.0,دوام كامل,1,0,Male
أخصائي مبيعات منتجات صيدلانية,مؤسسة ألفا جروب للتجارة,خاص,Riyadh,AR RIYADH,5000.0,دوام كامل,1,2,both
موظف استقبال,مؤسسة ملوف لتقديم الوجبات,خاص,Riyadh,AR RIYADH,4500.0,دوام كامل,4,0,Female
نادل,مؤسسة ملوف لتقديم الوجبات,خاص,Riyadh,AR RIYADH,4500.0,دوام كامل,4,0,both
أخصائي مشتريات,مؤسسة ألفا جروب للتجارة,خاص,Riyadh,AR RIYADH,5000.0,دوام كامل,1,2,both
موظف استقبال,مؤسسة شاي ناي للصيانة,خاص,Makkah,JEDDAH,4500.0,دوام كامل,1,0,Female
مساعد إداري,صالون لوكر للحلاقة,خاص,Riyadh,AR RIYADH,4000.0,عمل عن بعد,1,0,both
رئيس تنفيذي,مؤسسة لحظات القهوة لتقديم المشروبات,خاص,Makkah,MAKKAH AL,15000.0,دوام كامل,1,10,both
موظف صندوق محاسبة,مطاعم محصول البحار لتقديم الوجبات,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,2,0,both
فني كهروميكانيك,شركة اليوسف للصيانة,خاص,Makkah,JEDDAH,4000.0,دوام كامل,2,0,both
بائع مجوهرات,شركة معوض التجارية المحدودة,خاص,Riyadh,AR RIYADH,8000.0,دوام كامل,3,2,both
أخصائي عمليات موارد بشرية,شركة اليوسف للصيانة,خاص,Makkah,JEDDAH,5000.0,دوام كامل,1,0,both
سكرتير تنفيذي,شركة بانه الطبية,خاص,Riyadh,AR RIYADH,5000.0,دوام كامل,1,2,both
صانع حلويات,مؤسسة جود النبع للحلويات,خاص,Riyadh,WADI AD D,4000.0,دوام كامل,1,0,Female
مساعد إداري,شركة المقام الحديثة لتأجيرالسيارات المحدودة شركة شخص واحد,خاص,Makkah,MAKKAH AL,4000.0,دوام كامل,1,0,Female
موظف استقبال فندق,شركة واحة ممسى للوحدات السكنية,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,2,0,Female
مدير شؤون قانونية,شركة رتيل الشرق للمقاولات شركة شخص واحد,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,1,0,Female
كاتب موارد بشرية,شركة رتيل الشرق للمقاولات شركة شخص واحد,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,1,0,Male
مدخل بيانات,شركة رتيل الشرق للمقاولات شركة شخص واحد,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,1,0,Female
مترجم,شركة رتيل الشرق للمقاولات شركة شخص واحد,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,1,0,Female
مدير موارد بشرية أمن سيبراني,شركة رتيل الشرق للمقاولات شركة شخص واحد,خاص,Riyadh,AR RIYADH,5500.0,دوام كامل,1,2,Male
سكرتير,شركة التمديدات المتطورة للمقاولات,خاص,Makkah,JEDDAH,4000.0,دوام كامل,1,0,both
مهندس ميكانيكي,شركة أنظمة الاطفاء المتعددة للسلامه (شركة شخص واحد),خاص,Makkah,JEDDAH,7000.0,دوام كامل,1,2,Female
أخصائي عمليات موارد بشرية,شركة التقنية الأساسية للتجارة,خاص,Riyadh,AR RIYADH,5000.0,دوام كامل,2,4,Female
أخصائي تسويق,شركة نون الجمال للتزيين النسائي,خاص,Makkah,JEDDAH,4000.0,دوام كامل,1,0,Female
مشرف موقع إنشائي,مؤسسة اشغال الكهرباء للمقاولات العامة,خاص,Eastern Region,AL MUBARR,5040.0,دوام كامل,1,0,Male
كاتب موارد بشرية,شركة الشرقية العالمية للتجارة,خاص,Makkah,JEDDAH,5000.0,دوام كامل,1,2,Male
وسيط عقاري,مكتب الوسيط المباشر العقاري,خاص,Hail,HAIL,3198.0,عمل عن بعد,1,2,both
سكرتير,مؤسسة عبدالرحمن جمال عبدالرحمن الزامل للمقاولات,خاص,Riyadh,AR RIYADH,4500.0,دوام كامل,1,0,Female
كاتب شحن,شركة كمال حسن الوسية المحدودة,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,1,0,Male
أخصائي تسويق,شركة ببليسكرين ميديا للدعاية والاعلان شركة شخص واحد,خاص,Riyadh,AR RIYADH,6000.0,دوام كامل,2,2,Female
مهندس معماري داخلي,مكتب ناصر بريك عبدالله الصفار للاستشارات الهندسية,خاص,Eastern Region,AL KHUBAR,5000.0,دوام كامل,3,0,both
أخصائي خدمة عملاء,شركة ببليسكرين ميديا للدعاية والاعلان شركة شخص واحد,خاص,Riyadh,AR RIYADH,6000.0,دوام كامل,1,2,Female
مصمم إعلان,شركة ببليسكرين ميديا للدعاية والاعلان شركة شخص واحد,خاص,Riyadh,AR RIYADH,6000.0,دوام كامل,1,2,Female
موظف استقبال,مؤسسة راكان بهجت احمد زاهد لتقديم الوجبات,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,2,2,Female
مساعد طبيب أسنان,مجمع ابتسامة جده الطبي,خاص,Makkah,JEDDAH,4500.0,دوام كامل,5,0,Female
كاتب استعلامات,مؤسسة نهلاء عبدالله حسن العبدالعزيز للزجاج,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,1,2,Male
بائع مأكولات ومشروبات,مؤسسة حسن علي حسن السيد لتقديم المشروبات,خاص,Makkah,AL QUNFID,4000.0,دوام كامل,6,0,Male
بائع,شركة ديار بيكري التجارية,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,1,0,both
محاسب,مؤسسة انيسة القصيم التجارية,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,1,0,both
بائع,مؤسسة تموين القهوة للمواد الغذائية,خاص,Makkah,JEDDAH,4000.0,دوام كامل,2,0,Male
مهندس معماري,مكتب السا للاستشارات الهندسية,خاص,Makkah,JEDDAH,7000.0,دوام كامل,1,0,both
كاتب موارد بشرية,شركة صندوق الرقمي للاتصالات و تقنية المعلومات,خاص,Riyadh,AR RIYADH,4050.0,دوام كامل,1,0,Male
مندوب مشتريات,مؤسسة المحيط الدولي للتجارة,خاص,Hail,HAIL,4000.0,دوام كامل,2,2,both
مندوب مبيعات,ورشة بداية الامان للصيانة,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,1,0,Male
أخصائي مبيعات نظم تقنية المعلومات والاتصالات,شركة كراء لخدمات الأعمال,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,4,0,both
موظف استقبال,مجمع روت الطبي,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,6,2,Female
محاسب,شركة سول المتقدمة المحدودة,خاص,Al Bahah,AL BAHA,6000.0,دوام كامل,1,2,both
فني تدفئة وتهوية وتكييف,صيانة ونظافة المباني والمرافق فهد عبدالعزيز المثري,خاص,Al Bahah,AL BAHA,5700.0,دوام كامل,1,4,Male
كهربائي سيارات,صيانة ونظافة المباني والمرافق فهد عبدالعزيز المثري,خاص,Al Bahah,AL BAHA,5700.0,دوام كامل,1,2,Male
فني صيانة ميكانيكية,صيانة ونظافة المباني والمرافق فهد عبدالعزيز المثري,خاص,Al Bahah,AL BAHA,5700.0,دوام كامل,1,4,Male
فني كهربائي تمديدات كهربائية,صيانة ونظافة المباني والمرافق فهد عبدالعزيز المثري,خاص,Al Bahah,AL BAHA,5700.0,دوام كامل,2,4,Male
مبرمج تطبيقات,مؤسسة غيوث الحاسب لتقنية المعلومات,خاص,Al Qassim,AL BUKAYR,7000.0,دوام كامل,1,2,both
مهندس صناعي,صيانة ونظافة المباني والمرافق فهد عبدالعزيز المثري,خاص,Al Bahah,AL BAHA,8400.0,دوام كامل,2,0,Male
مهندس شبكات,مؤسسة غيوث الحاسب لتقنية المعلومات,خاص,Al Qassim,AL BUKAYR,7000.0,دوام كامل,1,4,Male
مهندس كهربائي,صيانة ونظافة المباني والمرافق فهد عبدالعزيز المثري,خاص,Al Bahah,AL BAHA,8400.0,دوام كامل,2,0,Male
مهندس مدني,صيانة ونظافة المباني والمرافق فهد عبدالعزيز المثري,خاص,Al Bahah,AL BAHA,9600.0,دوام كامل,1,4,Male
أخصائي أنشطة ثقافية,الجمعية الخيرية لرعاية الايتام بمكة المكرمة,خاص,Makkah,MAKKAH AL,6000.0,دوام كامل,1,2,both
كاتب موارد بشرية,شركة دروز للاثاث,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,1,0,Female
بائع,مؤسسة غصن الاثير التجارية,خاص,Makkah,MAKKAH AL,4000.0,دوام كامل,10,0,Female
أخصائي مبيعات مستلزمات طبية,شركة الرعاية البيضاء التجارية,خاص,Makkah,JEDDAH,4000.0,دوام كامل,1,0,both
أخصائي جغرافيا,شركة جيزة العربية للأنظمة,خاص,Tabuk,ABA AL QI,8000.0,دوام كامل,2,4,both
سكرتير تنفيذي,مؤسسة عبر السوق لتقنية المعلومات,خاص,Makkah,JEDDAH,5000.0,دوام كامل,1,0,Female
أخصائي تسويق,شركة فاستك للمقاولات المحدودة شركة شخص واحد,خاص,Eastern Region,AL KHUBAR,3500.0,دوام كامل,1,0,both
مساعد إداري,شركة اركي المحدودة شركة شخص واحد,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,1,0,Male
فني كهربائي تمديدات كهربائية,شركة الضبيب والسليم لاصحابها خليفه الضبيب وحمد السليم,خاص,Eastern Region,AL KHUBAR,5000.0,دوام كامل,1,0,Male
مساعد إداري,شركة خطوة الطبية,خاص,Riyadh,AR RIYADH,6000.0,دوام كامل,1,2,Female
بائع,تموينات نهال نجد للمواد الغذائية,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,3,2,both
أخصائي بصريات,مؤسسة وادي للنظارات,خاص,Al Bahah,AL AQIQ,6500.0,دوام كامل,1,0,both
بائع,مؤسسة قيادة المباني للمقاولات,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,6,0,both
أخصائي قانوني,مصنع الرياض للاغذيه فرع شركه الرياض للصناعات الغذائيه,خاص,Riyadh,AR RIYADH,7000.0,دوام كامل,1,2,both
أخصائي توظيف,مصنع الرياض للاغذيه فرع شركه الرياض للصناعات الغذائيه,خاص,Riyadh,AR RIYADH,8500.0,دوام كامل,1,2,Male
بائع,شركة امن انماء التجارية,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,3,0,both
كاتب رواتب,مصنع الرياض للاغذيه فرع شركه الرياض للصناعات الغذائيه,خاص,Riyadh,AR RIYADH,5600.0,دوام كامل,1,0,Male
مدير مستودع,شركه كومل,خاص,Riyadh,AR RIYADH,8000.0,دوام كامل,1,2,Male
مراجع داخلي,شركه كومل,خاص,Riyadh,AR RIYADH,6000.0,دوام كامل,1,2,both
أخصائي تغذية,شركة مجمع ابن سيناء الطبي العام,خاص,Hail,HAIL,7000.0,دوام كامل,3,0,Male
كاتب علاقات حكومية,شركة إرتقاء المتحدة لاجهزة السلامة,خاص,Makkah,JEDDAH,4000.0,دوام كامل,1,2,Female
مصفف شعر,رمز الموضه للتزيين النسائي,خاص,Riyadh,ABA ASLAB,3500.0,دوام كامل,3,0,Female
مهندس إلكترونيات,مؤسسة تلال ألمى لاجهزة السلامة,خاص,Riyadh,AR RIYADH,7000.0,دوام كامل,1,2,both
أخصائي تسويق,شركة المطور العصري للمصاعد,خاص,Makkah,JEDDAH,5000.0,دوام كامل,1,2,both
مهندس كهربائي,شركة المطور العصري للمصاعد,خاص,Makkah,JEDDAH,5000.0,دوام كامل,1,2,both
مصمم جرافيك,شركة لجين القمر للإستثمار,خاص,Riyadh,AR RIYADH,5000.0,دوام كامل,1,0,both
بائع,مؤسسة محمد عبدالله بن محمد الضويحي للتجارة,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,3,2,Male
كاتب استقبال مرضى,شركة الاسنان الجميلة الطبي,خاص,Riyadh,AR RIYADH,4500.0,دوام كامل,2,2,Female
بائع مأكولات ومشروبات,شركة الفصل الخامس للتجارة,خاص,Riyadh,AL KHARJ,4500.0,دوام كامل,6,0,Male
نادل,شركة الفصل الخامس للتجارة,خاص,Riyadh,AL KHARJ,4500.0,دوام كامل,4,0,Female
محامي,شركة حازم بهجت المدني للمحاماة والاستشارات القانونية شركة شخص واحد,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,1,2,Male
سكرتير تنفيذي,شركة رتال شركة مساهمة مقفلة,خاص,Riyadh,AR RIYADH,6000.0,دوام كامل,1,4,Female
أخصائي عمليات موارد بشرية,شركة رتال شركة مساهمة مقفلة,خاص,Riyadh,AR RIYADH,6000.0,دوام كامل,1,4,Female
مساعد إداري,شركة الاقبال لتصنيع المواد العاكسه,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,1,0,Female
مندوب مبيعات,مصنع مكسرات مرح للصناعات الغذائية,خاص,Aseer,AL 'AMMAR,4000.0,دوام كامل,3,0,Female
مدير خدمة العملاء,مصنع مكسرات مرح للصناعات الغذائية,خاص,Aseer,AL 'AMMAR,4000.0,دوام كامل,1,2,Female
أخصائي مبيعات,مؤسسة نخبة الهواء للتكييف والتبريد,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,1,2,Male
محاسب,شركة ورشة التشكيل المعدني للحدادة,خاص,Makkah,JEDDAH,5000.0,دوام كامل,1,4,Male
بائع ملابس جاهزة,شركة الزي للتجارة,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,4,2,both
مصمم إعلان,مؤسسة فايز مبارك الحربي للتجارة,خاص,Riyadh,AR RIYADH,5000.0,دوام كامل,1,0,Female
مدير إداري,مؤسسة البراق المضيء للنقليات,خاص,Aseer,KHAMIS MU,4000.0,دوام كامل,1,0,both
مهندس مدني,مكتب مدارات للاستشارات الهندسية,خاص,Hail,HAIL,15000.0,دوام كامل,1,10,Male
موظف استقبال,شركة محمد احسان محمود عبدالحي عارف,خاص,Makkah,JEDDAH,5000.0,دوام كامل,2,0,Female
أخصائي قانوني,شركة محمد احسان محمود عبدالحي عارف,خاص,Makkah,JEDDAH,5000.0,دوام كامل,1,0,Female
مدير تسويق,شركة مصنع وائل حسن فارسي للغازات الصناعية شركة شخص واحد,خاص,Madinah,AL MADINA,7000.0,دوام كامل,1,4,both
مدير إداري,نادي لاعب بادل الرياضي,خاص,Aseer,ABRAQ AN ,6500.0,دوام كامل,1,0,Male
مدير عمليات سلامة,شركة توفيق بن حسن جوهرجي للحراسات الأمنية,خاص,Aseer,ABHA,6000.0,دوام كامل,1,2,both
مدير عمليات سلامة,مؤسسة وجيه بن عبدالرحمن بن محمد معلم للصيانة والنظافة,خاص,Aseer,ABHA,4500.0,دوام كامل,30,2,both
مهندس مدني,شركة عبدالله سليمان بن محمد المطرودي للمقاولات,خاص,Makkah,AT TAIF,6000.0,دوام كامل,1,0,Male
صيدلي,صيدلية ماربل,خاص,Madinah,AL MADINA,5000.0,دوام كامل,2,0,both
أخصائي تسويق,مؤسسة لمكو لغيار الزيوت,خاص,Eastern Region,AL HUFUF,7000.0,دوام كامل,1,4,both
مدير إداري,شركة توفيق بن حسن جوهرجي للحراسات الأمنية,خاص,Makkah,MAKKAH AL,6000.0,دوام كامل,1,7,both
أخصائي صحة وسلامة مهنية,شركة مصنع السعد للحديد,خاص,Madinah,AL MADINA,5000.0,دوام كامل,1,0,Male
موظف استقبال فندق,نسمة بحر للوحدات السكنية,خاص,Jazan,AL SHUQAY,4200.0,دوام كامل,1,0,Female
عامل تعبئة وتغليف,شركة جواهر طيبة للبلك,خاص,Madinah,AL MADINA,3200.0,دوام كامل,2,0,Female
مدير تسويق,مؤسسة ديوان الدانه التجارية,خاص,Eastern Region,AD DAMMAM,4800.0,دوام كامل,1,4,both
محامي,مكتب عقاب مسفر الحربي للمحاماه,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,2,0,both
عامل كاونتر مأكولات ومشروبات,مقهى رافال الجنوب لتقديم المشروبات,خاص,Aseer,KHAMIS MU,4000.0,دوام كامل,1,0,Female
موظف استقبال,مقهى رافال الجنوب لتقديم المشروبات,خاص,Aseer,KHAMIS MU,4000.0,دوام كامل,1,0,Female
موظف استقبال فندق,فندق صفوة الغفران الفندقية,خاص,Makkah,MAKKAH AL,4000.0,دوام كامل,3,0,Male
أخصائي علاج طبيعي,مركز رضوى للحجامة,خاص,Madinah,YANBU AL ,5000.0,دوام كامل,3,0,both
أخصائي علاج طبيعي,مركز سكاكا الجوف للحجامة,خاص,`Al Jowf`,SAKAKA,5000.0,دوام كامل,2,0,both
مدير إداري,شـركة سفاري مساهمه مقفله,خاص,Riyadh,AR RIYADH,8000.0,دوام كامل,1,4,both
محامي,شركة فربيون للمحاماة والاستشارات القانونية,خاص,Madinah,AL MADINA,4000.0,دوام كامل,1,0,Female
كاتب اتصال,شركة اساس الخيرات الزراعية,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,2,0,both
مندوب مبيعات,شركة المحترفون لتنميه الموارد البشريه معهد,خاص,Makkah,JEDDAH,4000.0,دوام كامل,1,0,Female
مشرف صيانة,مؤسسة عواطف عبدالله حسين قطان للمقاولات العامة,خاص,Makkah,AT TAIF,4000.0,دوام كامل,1,0,Male
بائع,متجر مشاعر سعودي للاتصالات و تقنية المعلومات,خاص,Makkah,MAKKAH AL,4000.0,دوام كامل,1,0,Male
موظف استقبال,مؤسسة فايا لخدمات الاعاشة,خاص,Eastern Region,AL KHUBAR,4200.0,دوام كامل,1,0,Female
سائق سيارة,جمعية حماية الاسرة الخيرية,خاص,Riyadh,AR RIYADH,4000.0,دوام كامل,1,2,Female
مدير إداري,مطعم منيره عبدالعزيز البراهيم البسام لتقديم الوجبات,خاص,Al Qassim,UNAYZAH,4000.0,دوام كامل,1,0,Male
مدير مطعم,مطعم طبيعي للوجبات السريعة,خاص,Eastern Region,AD DAMMAM,4000.0,دوام كامل,1,0,Male
مندوب مبيعات,مؤسسة درجة تجمد التجارية,خاص,Eastern Region,AL HUFUF,4000.0,دوام كامل,1,2,Female
نادل,مؤسسة هوى لبنان لتقديم الوجبات,خاص,Madinah,YANBU,4000.0,دوام كامل,3,0,Female
